song_name,artists,year,spotify_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_popularity,artist_id,genres
Annabelle Clark,The Cake,1968.0,0gPpxPmn0Cr0pKeeuyahZX,0.0168,0.548,0.323,4.73e-06,11.0,0.32,-9.565,0.0,0.0328,121.912,4.0,0.365,2.0,0dLI7RV05PRj2Rk14ATa40,
Asiko (In a Silent Mix),Tony Allen,1999.0,6VJxaWAaMSKZsZNtZxpVan,0.00643,0.853,0.713,0.748,1.0,0.306,-10.11,1.0,0.141,119.621,4.0,0.304,36.0,6JpZEemWmunccsrHXFUOgi,"afrobeat,afropop,world"
Occapella,Ringo Starr,1974.0,4RFqi5JQduiSlRZCVlUDGH,0.0396,0.609,0.624,0.000168,7.0,0.277,-11.717,1.0,0.0292,123.191,4.0,0.691,58.0,6DbJi8AcN5ANdtvJcwBSw8,"beatlesque,classic rock,rock drums"
"Three Dances From ""Nutcracker Suite""",Walter Carlos,1975.0,0CJuLeZpCdqrqoCMXWZw8k,0.944,0.149,0.128,0.928,2.0,0.0703,-20.459,1.0,0.0462,47.362,3.0,0.113,59.0,3MKCzCnpzw3TjUYs2v7vDA,"classical,late romantic era,russian romanticism"
Dead,Cresa Watson,1970.0,2Oo397nWzelAKMQBBIL8YI,0.00263,0.558,0.925,0.0,8.0,0.188,-3.428,0.0,0.0423,148.042,4.0,0.829,56.0,2cFrymmkijnjDg9SS92EPM,"alt z,pop"
Look of Love,Ray 'Funky Trumpet' Davies,1967.0,6HvUtPLqkP0t6zd6YNdWby,0.11,0.731,0.91,0.000447,9.0,0.313,-4.559,0.0,0.0918,120.991,4.0,0.886,65.0,2s79xe5F6eUQkjwjww27Fh,"dance rock,new romantic,new wave,new wave pop,sophisti-pop,synthpop"
Lady Ostrich,Pookah,1969.0,5wTuwHjZ7bbaAkf2vqFS37,0.14,0.72,0.649,0.787,11.0,0.238,-9.394,0.0,0.0415,139.993,4.0,0.212,45.0,56XvNT6cBlQRq80XBVFqYi,livetronica
Let the Sunshine In,Mort Garson,1969.0,5G7eMQn03ikTyrIM7PWL7t,0.00421,0.57,0.798,0.932,10.0,0.044,-10.479,0.0,0.0666,114.316,4.0,0.211,12.0,0WmzT6tMLhdST5BfYagbha,"canadian psychedelic,moog,space age pop,synthesizer"
Rain Dances,Camel,1977.0,20ItjRPMSnOXezouvde0k9,0.747,0.198,0.289,0.178,7.0,0.145,-15.74,0.0,0.0453,142.08,3.0,0.0786,22.0,3Uz6jx81OY2J5K8Z4wmy2P,"canterbury scene,flute rock,progressive rock,symphonic rock"
Problems,Lee Fields,2002.0,0eSqikhE2HIHrPbZFk5UXy,0.734,0.752,0.734,0.438,3.0,0.0557,-6.566,0.0,0.0673,86.432,4.0,0.955,22.0,2bToe6WyGvADJftreuXh2K,"afrobeat,funk,soul"
The Wisdom of Time,The Supremes,1972.0,06A4NOCfI6WyixbKbxg4LW,0.587,0.795,0.535,1.58e-05,1.0,0.196,-11.038,1.0,0.0389,114.039,4.0,0.945,10.0,57bUPid8xztkieZfS7OlEV,"adult standards,classic girl group,disco,motown,soul"
Why Is That?,Boogie Down Productions,1989.0,7IsDxjibIjtXXZKQH0Zxud,0.00638,0.856,0.544,0.0,2.0,0.104,-14.483,1.0,0.367,96.073,4.0,0.582,24.0,4toEjJSZu1rbfX2hfVdZFA,"bronx hip hop,conscious hip hop,east coast hip hop,gangster rap,golden age hip hop,hip hop,old school hip hop"
Let the Dollar Circulate,Billy Paul,1975.0,3ihmJ6AKx2BC6vWhx25eaH,0.0151,0.616,0.756,0.000317,3.0,0.0648,-9.24,0.0,0.0396,95.936,4.0,0.884,35.0,187xgSpsFH8mMbAcoCW0zE,"classic soul,disco,motown,philly soul,quiet storm,soul"
Chillin' Out,The Fatback Band,1980.0,0EdED1sDvu0BH6HEirMClE,0.19,0.64,0.607,0.769,2.0,0.0484,-12.507,1.0,0.0327,111.864,4.0,0.686,29.0,6PWU6JQvvYv5sz5FOODHg6,"classic soul,disco,funk,harlem hip hop,jazz funk,p funk,post-disco"
Cosmic Mind Affair,Acqua Fragile,1974.0,6y0Etr2KJr0sdcEp7ajoUK,0.0261,0.633,0.921,0.00102,11.0,0.309,-7.719,0.0,0.0495,119.865,4.0,0.925,68.0,6J7biCazzYhU3gM9j1wfid,dance pop
"Make It Fast, Make It Slow",ROB,1978.0,2pjldV28AOlRL9QOZxdFu5,0.0413,0.252,0.55,5.37e-05,1.0,0.173,-14.356,1.0,0.28,75.947,5.0,0.305,56.0,3ljwDyCS0rfMOlhf5QMxV0,
My Baby Must Be a Magician,The Marvelettes,1968.0,1CmylxKewaz3wVVgYcPzmb,0.16,0.643,0.471,0.00128,7.0,0.191,-10.029,0.0,0.056,127.165,4.0,0.639,31.0,0MponVSpW81oLvJZ53vYZH,"classic girl group,classic soul,motown,soul"
"Heartbreaker (Part I, Part II)",Zapp,1983.0,487lDz6QPxnAgrVTpykRHb,0.0671,0.891,0.446,3.59e-06,5.0,0.157,-12.784,0.0,0.0602,104.94,4.0,0.832,44.0,396Kh0m4wGUvcMUULw71yi,"funk,new jack swing,p funk,popping,post-disco,quiet storm,soul,synth funk"
Cold Blooded,Rick James,1983.0,7LHfhusSfulgzuiMg7e3Cz,0.0172,0.939,0.487,0.0124,10.0,0.05,-7.641,0.0,0.153,117.637,4.0,0.646,46.0,0FrpdcVlJQqibaz5HfBUrL,"disco,funk,motown,quiet storm,soul,synth funk"
Hold Tight,Change,1981.0,3HmU74RIPV2LgkjJUeU7Cd,0.257,0.767,0.79,1.01e-06,5.0,0.152,-5.495,0.0,0.0846,115.03,5.0,0.876,32.0,2fJ2vi4PUSxyvYaeq0FTbE,"disco,funk,minneapolis sound,post-disco"
Michelle,The Singers Unlimited,1972.0,7ijbbG90SkjSKO9oZ0N8vR,0.99,0.246,0.0828,2.35e-05,2.0,0.123,-17.078,0.0,0.033,142.336,1.0,0.0512,33.0,3RsROIs1zuuC3lwIdhJ0if,"a cappella,vocal harmony group"
The Clapper,Joseph Enterprises,1984.0,2XHqeL9BXzLniPegco74aH,0.634,0.596,0.301,0.0,10.0,0.0924,-17.191,1.0,0.0806,148.176,4.0,0.351,37.0,4aP1lp10BRYZO658B2NwkG,"broadway,west end"
Comin' From All Ends,The New Birth,1974.0,494DXMQIWCdr4qUdO88wRL,0.201,0.604,0.712,0.000179,4.0,0.0389,-12.173,0.0,0.0594,98.177,4.0,0.878,6.0,34Bm9d5DAJjSnaI02BCjdA,"classic soul,disco,funk,motown,p funk,post-disco,quiet storm,soul,southern soul"
You Call It Madness,Clare Fischer,1970.0,3Y4rUyw7XBCK6hGHCOt6rp,0.983,0.544,0.241,0.774,4.0,0.101,-14.779,0.0,0.03,109.437,4.0,0.359,72.0,0epOFNiUfyON9EYx7Tpr6V,"alternative rock,garage rock,modern rock,permanent wave,rock"
Five to One,The Doors,1968.0,5FlBGGwGuqYmqr0qeBWrxe,0.203,0.615,0.401,0.0,4.0,0.086,-14.07,0.0,0.0507,87.959,4.0,0.672,57.0,22WZ7M8sxp5THdruNY3gXt,"acid rock,album rock,classic rock,hard rock,psychedelic rock,rock"
Why Is Now,Les McCann,1975.0,2RExPsuk58t5LFadfzcZ6k,0.688,0.324,0.11,1.82e-05,9.0,0.0944,-11.961,0.0,0.0348,143.818,3.0,0.068,2.0,07tYu4BGrfeogBobCefkHI,"jazz funk,jazz piano,soul jazz"
The Rainmaker,The 5th Dimension,1971.0,0HZlND4giwzgolBpaNIRGV,0.445,0.293,0.74,0.00152,7.0,0.0998,-6.098,1.0,0.0399,118.225,4.0,0.514,60.0,1UUYAQ9LiRsZF0ZukQNWXM,"adult standards,bubblegum pop,folk rock,mellow gold,motown,singer-songwriter,soft rock,sunshine pop"
Spirit of Summer,Deodato,1972.0,4IaalxlQr40ydpKxEFg8sm,0.585,0.3,0.31,0.506,3.0,0.228,-14.576,1.0,0.0348,142.495,4.0,0.332,24.0,0hE3uA2w3guHeKvuc7BpRr,"bossa nova jazz,brazilian jazz,jazz funk"
Eric B. Is President,Eric B. & Rakim,1987.0,3a8r3EYOFZB7cT1OkK4zXF,0.067,0.891,0.69,0.0,1.0,0.234,-8.649,1.0,0.378,96.561,4.0,0.835,41.0,6jHG1YQkqgojdEzerwvrVv,"bboy,east coast hip hop,golden age hip hop,hip hop,old school hip hop"
Dream Suite,Dreams,1970.0,3RznzRnsl8mzP63l4AF2M7,0.919,0.341,0.426,0.0673,0.0,0.106,-11.194,1.0,0.0416,169.986,4.0,0.187,66.0,2FRXiAz5Uz78LLLSwEUhLt,pov: indie
Stay With Me,Gary Davis,1982.0,2WYs5LxOZfEyURXu7V0O1a,0.302,0.684,0.844,0.0,9.0,0.374,-7.649,1.0,0.335,126.677,5.0,0.335,78.0,3ZHU5AKrUmIPnCFfr82QER,aesthetic rap
Clover,"Earth, Wind & Fire",1973.0,2grjqo0Frpf2okIBiifQKs,0.168,0.697,0.832,0.00131,9.0,0.269,-7.264,1.0,0.0298,125.926,4.0,0.979,77.0,4QQgXkCYTt3BlENzhyNETg,"disco,funk,jazz funk,soul"
Kazooed on Classics,Temple City Kazoo Orchestra,1982.0,4vUFscDzST4yiAu5F8rbuW,0.881,0.573,0.1,0.0287,0.0,0.143,-11.205,1.0,0.0449,118.99,4.0,0.413,37.0,7wru3hNbTK0BfgZa9LKxd3,meme
Bacharach-David Medley,Carpenters,1971.0,5GZTkT6Oe7Ub2Nh4X9eQDc,0.792,0.423,0.523,5.22e-06,5.0,0.965,-11.882,1.0,0.0947,94.036,4.0,0.506,8.0,1eEfMU2AhEo7XnKgL7c304,"adult standards,mellow gold,soft rock"
Glowin',The Rationals,1969.0,4DaShac4Lp2LdpNZfKHZ9K,0.341,0.399,0.393,0.0,7.0,0.856,-13.209,1.0,0.032,82.98,4.0,0.521,41.0,2meCldH9KV1ehJBoluZZag,"classic garage rock,deep classic garage rock"
Me and the Gang,Bohannon,1978.0,0GjiU2WQ8IVxmbt8WJL7TY,0.00175,0.626,0.84,0.000382,2.0,0.0567,-13.132,1.0,0.162,115.872,4.0,0.498,28.0,3opvWF0Koer2VPIJVOqnU6,"deep disco,disco,post-disco"
Necronomania,Manfred Hübler and Siegfried Schwab,1971.0,3cbiqfq1YOGhFYlOPZxEw5,0.302,0.293,0.328,0.0133,4.0,0.235,-12.134,0.0,0.0306,82.123,3.0,0.38,29.0,13MnV7biLgN0jfwmU62VFV,
Eldorado,Electric Light Orchestra,1974.0,2hdqQznTXT1M96p0v64ABI,0.78,0.195,0.281,0.915,4.0,0.146,-16.853,0.0,0.0425,73.537,4.0,0.11,38.0,7jefIIksOi1EazgRTfW2Pk,"album rock,art rock,beatlesque,classic rock,glam rock,mellow gold,rock,soft rock,symphonic rock"
Quiet Lady,Thad Jones and Mel Lewis,1974.0,6TkAWagMMPHBooHfZJRNLA,0.897,0.536,0.128,0.0081,2.0,0.248,-20.283,0.0,0.0384,117.122,3.0,0.229,4.0,6DbqS0X8cSFOPGsvyze2yh,"bebop,contemporary post-bop,hard bop,jazz,jazz trumpet"
Affolements Grantiques,The Camarata Contemporary Chamber Group,1970.0,4WJ51qD9MgEEIXmdJYNIms,0.0284,0.647,0.621,0.00244,11.0,0.112,-7.421,1.0,0.0321,120.976,4.0,0.517,35.0,3WmJtsu5NfNAXAO2akMlrq,
Is This What Feeling Gets? (Dorothy's Theme),Diana Ross,1978.0,04WKUKU3DJSuefjv67ZiwV,0.806,0.227,0.22,2.13e-05,9.0,0.187,-12.204,1.0,0.0399,82.782,4.0,0.191,19.0,3MdG05syQeRYPPcClLaUGl,"adult standards,disco,motown,quiet storm,soft rock,soul"
You're the One for Me Bobby,The Marvelettes,1968.0,3s2inuLbQQZ7z1GJrdlQr6,0.938,0.573,0.431,0.00995,0.0,0.17,-6.962,1.0,0.0292,174.661,3.0,0.722,48.0,0MponVSpW81oLvJZ53vYZH,"classic girl group,classic soul,motown,soul"
Frantic Moment,Eddie Hazel,1977.0,4dTyaSoGAyvzvnCY5VDJjE,0.625,0.808,0.515,0.451,7.0,0.187,-11.362,1.0,0.0757,90.32,4.0,0.846,31.0,3JVF9a4IJrL7sTSdjXxIqJ,p funk
Maxine,Bill Evans,1978.0,3f9KhpRN6mMYoVnpuozgHD,0.903,0.421,0.08,0.859,7.0,0.135,-21.795,1.0,0.04,122.044,3.0,0.0546,59.0,4jXfFzeP66Zy67HM2mvIIF,"bebop,contemporary post-bop,cool jazz,jazz,jazz piano,vocal jazz"
Hold You Close,P'taah,2003.0,6mk4y7ds78IC01dVJTuq9n,0.0456,0.805,0.872,0.876,10.0,0.0697,-10.056,0.0,0.0465,109.998,4.0,0.803,6.0,1POMDkMfgPRGyHbfkbE67l,broken beat
Bettina,Bola Sete,1971.0,5Uh3QIc00mXWNQ059q1iwD,0.776,0.562,0.26,0.771,4.0,0.15,-17.132,0.0,0.0282,94.747,4.0,0.292,38.0,3vVLhTD4Etza2AvvWJaNyW,"bossa nova,brazilian jazz"
Handclapping Song,The Meters,1970.0,3COOd5xqfP3VUeTZtUKcvD,0.487,0.805,0.518,0.853,9.0,0.102,-12.802,1.0,0.0804,90.52,4.0,0.631,46.0,2JRvXPGWiINrnJljNJhG5s,"funk,instrumental soul,jazz funk,new orleans funk,soul"
The Revolution,Joe Bonner,1988.0,0FUGzUqkqRktGBvIeM3p2X,0.851,0.261,0.296,0.0305,0.0,0.107,-14.22,1.0,0.0324,136.294,3.0,0.308,70.0,1hLiboQ98IQWhpKeP9vRFw,indie pop
I Get Around,2Pac feat. Shock G and Money-B,1993.0,4voEoczU7Ijborps9XF1n3,0.156,0.846,0.416,9.34e-06,10.0,0.238,-13.767,0.0,0.118,96.188,4.0,0.645,72.0,1ZwdS5xdxEREPySFridCfh,"g funk,gangster rap,hip hop,rap,west coast rap"
Deus Brasileiro,Jackie & Roy,1968.0,0yO6acWFVxjNLdamo6mqXc,0.983,0.145,0.132,0.00436,1.0,0.0979,-18.143,1.0,0.0388,53.946,4.0,0.0354,9.0,5TlIEEHom333zi0equADiu,
Red Clay Live,Freddie Hubbard,1980.0,2JdllRPH6a8NCpt2bpxpns,0.407,0.519,0.379,0.288,9.0,0.161,-14.368,1.0,0.0353,139.749,4.0,0.598,37.0,0fTHKjepK5HWOrb2rkS5Em,"bebop,contemporary post-bop,hard bop,jazz,jazz funk,jazz trumpet"
One More Try,Billy Preston and Syreeta,1981.0,72PoJMDfdaw9gGECgA9kTZ,0.613,0.808,0.83,0.0112,9.0,0.198,-3.995,0.0,0.0283,102.8,4.0,0.909,62.0,0IecGJbdBeYSOVtSPRehh5,"psychedelic soul,rock keyboard,soul"
Cu Oonuh,Reggie Stepper,1993.0,5WtvWU8nY4S9SLMERRbzHy,0.527,0.788,0.561,0.0,0.0,0.124,-11.12,1.0,0.266,166.338,4.0,0.873,28.0,5jXyw1hN0YcQ7jHeQq1uEk,"deep ragga,old school dancehall"
Norwegian Wood,Gary Burton,1966.0,4Dg8h2SORZE3lvxMvpKs7L,0.995,0.446,0.057,0.934,9.0,0.106,-20.135,1.0,0.04,140.488,4.0,0.271,5.0,4iovNkf44dsELmo3E7XSKX,"bebop,contemporary post-bop,ecm-style jazz,jazz,jazz fusion,jazz vibraphone"
Upper Egypt & Lower Egypt,Pharoah Sanders,1966.0,2gbnEaRAcPw30t7RHYczNd,0.576,0.374,0.341,0.561,1.0,0.105,-17.532,0.0,0.0416,107.098,4.0,0.288,19.0,3JLUCojZaHrX2LaUkSj7Ud,"avant-garde jazz,free jazz,hard bop,jazz,jazz funk,jazz saxophone,spiritual jazz"
The Great Pretender,Brian Eno,1974.0,2FkCjtQ1lYsf71s2FAS8hE,0.943,0.425,0.401,3.44e-06,7.0,0.072,-9.427,1.0,0.0315,115.71,3.0,0.531,64.0,6KWcxMWVNVIYbdOQyJtsSy,"adult standards,easy listening,rock-and-roll,rockabilly"
"On a Clear Day, You Can See Forever",Barney Kessel,1971.0,6uddYxVxC6qX5PSPzAylid,0.992,0.571,0.0177,0.817,7.0,0.105,-26.536,1.0,0.0481,86.651,4.0,0.108,36.0,6pVkGhtBvjj1P52yn0tNLG,jazz guitar
More Bounce to the Ounce,Zapp,1980.0,1LiwqqaafXkNQuWGW3HeId,0.124,0.85,0.818,0.00135,0.0,0.349,-8.623,1.0,0.0904,105.266,4.0,0.839,56.0,396Kh0m4wGUvcMUULw71yi,"funk,new jack swing,p funk,popping,post-disco,quiet storm,soul,synth funk"
The Affair,Brother to Brother,1974.0,2Qv7LbOFsvrxMpymWAA5fg,0.669,0.407,0.171,0.937,7.0,0.108,-22.787,1.0,0.0527,87.472,3.0,0.0379,26.0,0qDZ7wym9Vg843lDKkzmoR,"latin soundtrack,soundtrack"
Jimbrowski,Jungle Brothers,1987.0,0JwhT2vTrFK4eFlX5ecTdf,0.678,0.312,0.472,0.0,2.0,0.107,-7.344,1.0,0.0415,82.253,3.0,0.346,52.0,2NzWRNaaLByHyI3wpuec8P,"new age,new age piano"
Healing Force,Don Pullen,1976.0,2AHQFMOrR13phXE9wImOM2,0.98,0.446,0.0959,0.896,0.0,0.122,-19.693,0.0,0.0503,74.92,4.0,0.155,10.0,0zdSGWAAxDPCaU0Xa3FTQP,"avant-garde jazz,free jazz,jazz piano"
Silhouette,The L.A. Express,1976.0,3hgpJB7GtaaPtetEJ2ueIK,0.000411,0.392,0.923,1.46e-05,2.0,0.351,-2.588,1.0,0.0671,183.024,4.0,0.568,45.0,4sf4DrAOkheqktxTyKm7tO,otacore
Oh No I Don't Believe It,The Fraternity of Man,1969.0,0U2TocFjqul3sis3sE5jZl,0.0373,0.562,0.991,1.14e-05,7.0,0.425,-2.654,1.0,0.0745,118.004,4.0,0.266,55.0,2OgUPVlWYgGBGMefZgGvCO,"album rock,glam metal,hard rock,metal,progressive metal,speed metal,us power metal"
Sugar Me/ Standing in the Road,Klaus Wunderlich,1975.0,0yCS3zSVAvCzWWdAEsll0V,0.654,0.605,0.817,0.908,0.0,0.171,-10.521,1.0,0.034,113.232,4.0,0.969,32.0,3ioa0YcViKMk2UwVku6vhe,jazz organ
Light My Fire,Shirley Bassey,1970.0,2RxYGOHMSm6nc9q9xyLtYq,0.201,0.386,0.607,0.000264,2.0,0.116,-8.805,0.0,0.0437,183.912,4.0,0.528,47.0,090VebphoycdEyH165iMqc,"adult standards,easy listening"
Funkin' for Jamaica (N.Y.),Tom Browne,1980.0,55xXj4qc4ByMxcVRb5Slc4,0.178,0.822,0.854,0.00574,8.0,0.0343,-6.7,1.0,0.237,111.301,4.0,0.691,52.0,4Ytvi4r3WPIZmEw1Ndmkp9,"disco,funk,jazz funk,p funk,post-disco"
Love,George Duke,1974.0,7kuo8SpSGkn7f3ISWdGcr0,0.619,0.552,0.525,1.27e-05,0.0,0.117,-10.982,1.0,0.219,93.996,4.0,0.57,45.0,7BxJEL8I7OoAMGyPWn1cPS,jazz rap
Wonderin',Roy Haynes,1979.0,36nGmZ1BVGSI1XHmHmlDSL,0.915,0.488,0.203,0.888,7.0,0.36,-17.666,1.0,0.0437,126.857,4.0,0.261,30.0,4Gtcxqk0DjMyqqvYBr1RWX,"bebop,hard bop,jazz quartet"
The New Style,Beastie Boys,1986.0,0Mu1MYdE414HeybYSms5KK,0.0282,0.583,0.791,0.0,6.0,0.272,-7.191,0.0,0.45,98.673,4.0,0.685,51.0,03r4iKL2g2442PT9n2UKsx,"alternative rock,east coast hip hop,golden age hip hop,hip hop,old school hip hop,rap,rap rock,rock"
Lightworks,J Dilla,2006.0,0TIItu69NmCbgvJUD0Zbnb,0.497,0.451,0.775,0.00335,2.0,0.198,-6.983,1.0,0.379,93.315,4.0,0.278,43.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
Searching,Roy Ayers Ubiquity,1976.0,5le4sn0iMcnKU56bdmNzso,0.168,0.52,0.571,5.14e-06,11.0,0.17,-10.326,0.0,0.036,161.051,3.0,0.701,67.0,3WbeZvDk1COiO2dEokZqn7,"funk,jazz funk"
The Windmills of Your Mind,Dorothy Ashby,1969.0,6no0N476tAU1oJM7fZiP5Y,0.786,0.595,0.472,0.811,4.0,0.248,-13.415,0.0,0.0539,80.948,4.0,0.562,40.0,0dAZ2slrElfR0Y5flcoSPt,"jazz funk,jazz harp,space age pop"
Brazilian Skies,Bill Summers,1976.0,3bMc9oRaUWnojCrYTUXXcQ,0.0602,0.598,0.716,0.537,1.0,0.0628,-13.154,0.0,0.037,121.987,4.0,0.876,52.0,2Ex4vjQ6mSh5woTlDWto6d,
Baroque-A-Nova,Mason Williams,1968.0,4tCwSvowrAURzTqmcX56on,0.191,0.467,0.464,0.944,9.0,0.137,-15.142,0.0,0.0307,79.478,4.0,0.636,1.0,1XgVoPT2Va5L64LFzskVBW,
Space Talk,Asha Puthli,1976.0,4jTXmhMv91Fq0ivNQDzhPh,0.142,0.638,0.432,0.019,10.0,0.213,-17.345,0.0,0.0754,98.932,4.0,0.693,39.0,6XS2GPyMwHEgAn0VspnhMf,indian jazz
Edges of Illusion,John Surman,1979.0,3PZ0RoABbjIZhqvfFizOqa,0.995,0.529,0.0715,0.962,2.0,0.122,-17.772,0.0,0.0365,115.549,3.0,0.393,31.0,5THaOlI8Qr3Za3FD6FnWvK,"british jazz,ecm-style jazz,jazz saxophone"
Razor Blade,Little Royal & the Swingmasters,1972.0,70k69JvZFSoieZXEdGCGST,0.04,0.852,0.436,0.00089,2.0,0.128,-6.635,0.0,0.516,168.224,4.0,0.179,56.0,7Ey6760malJE2lPWsZKC9Q,
Basketball Throwdown,The Cold Crush Brothers and The Fantastic Five,1983.0,6ZxrUCaynLgKSUudACOTwj,6.06e-05,0.451,0.815,0.0,2.0,0.27,-5.55,0.0,0.0368,147.974,4.0,0.618,71.0,4IR8ZkpbyyKrqsIzchF3NB,"alternative metal,nu metal,post-grunge"
Much More,De La Soul feat. Yummy Bingham,2003.0,792UwI6utk5DMQUT1KXa5E,0.134,0.865,0.939,0.0,9.0,0.641,-6.339,0.0,0.0888,114.6,4.0,0.835,56.0,1Z8ODXyhEBi3WynYw0Rya6,"east coast hip hop,golden age hip hop,hip hop,jazz rap"
God Gave Rock 'N' Roll to You,Argent,1973.0,7kkLBfxW41iVO0cdLU9e9S,0.249,0.518,0.845,0.0,7.0,0.0764,-5.051,1.0,0.0647,142.133,4.0,0.37,71.0,1E2AEtxaFaJtH0lO7kgNKw,"contemporary country,country,country road,modern country rock"
The Moving Finger,Dorothy Ashby,1970.0,2CPFaD7XlLP1ahIhjrvR84,0.604,0.648,0.632,0.225,5.0,0.1,-12.938,0.0,0.0739,82.27,4.0,0.749,36.0,0dAZ2slrElfR0Y5flcoSPt,"jazz funk,jazz harp,space age pop"
Ashley's Roachclip,The Soul Searchers,1974.0,5KTc1UNNv8HaVFSgRy4gbR,0.121,0.474,0.865,0.0332,5.0,0.679,-6.386,0.0,0.135,192.506,4.0,0.804,31.0,1lCR3CeDs4k24mC8R5fpU5,"instrumental soul,rare groove"
Malaguena,Martin Denny,1964.0,7cUERcVjFFRyADVPHv3BVs,0.484,0.479,0.529,4.69e-05,9.0,0.136,-16.318,1.0,0.0851,120.72,4.0,0.518,5.0,3D9J9nPNW1cBktx5apJq4V,"easy listening,exotica,lounge"
"Yes, Yes, Yes",Bill Cosby,1976.0,1fTvDXpyCM0oZsBMr3N6Y2,0.12,0.805,0.405,0.0,8.0,0.182,-11.981,1.0,0.668,95.908,4.0,0.726,31.0,1AMm82jgWgkDpczxW5DMjn,detroit hip hop
Ecstasy,Ohio Players,1973.0,00snuSKTpZuqOcxyqNjXoZ,0.2,0.658,0.633,0.00261,7.0,0.11,-9.374,1.0,0.0536,101.057,4.0,0.936,47.0,6m30rs1IQqnWqV5nKMpU7U,"classic soul,disco,funk,p funk,quiet storm,soul"
Sir Lancelot and the Black Knight,Rick Wakeman,1975.0,2iX5qp2InnOoYFzJQecabR,0.287,0.3,0.789,0.00282,7.0,0.357,-6.27,0.0,0.0426,136.565,4.0,0.657,23.0,0mkcYaXUbJUs5mJointuzB,"art rock,progressive rock,rock keyboard,symphonic rock"
Nite and Day,Al B. Sure!,1988.0,3r0Rhl5Zdo9YjACZNsaBvN,0.029,0.655,0.477,0.000221,1.0,0.0518,-9.616,0.0,0.0421,92.097,4.0,0.642,58.0,1fvz0vd4P0LNMkAysF1ivk,"contemporary r&b,new jack swing,quiet storm,r&b"
Come Give Your Love to Me,Janet Jackson,1982.0,6IyzR0X4glFMP4KEjPKHm9,0.00549,0.723,0.598,0.000556,6.0,0.0701,-14.328,1.0,0.0456,139.815,4.0,0.793,20.0,4qwGe91Bz9K2T8jXTZ815W,"dance pop,r&b,urban contemporary"
A Chunk of Sugar,Roger,1981.0,0N2roHDNPO5wQzdhRW4hne,0.185,0.816,0.762,0.00235,7.0,0.0806,-3.505,1.0,0.0359,118.705,4.0,0.708,22.0,3GMoVpWJy4smKuxFuFTwXC,"funk,new jack swing,p funk,post-disco,quiet storm"
A Message From the Inner City,The Crusaders,1972.0,1n8HIzFUOJ0nII0xka0fBs,0.536,0.432,0.412,0.248,2.0,0.0804,-15.158,0.0,0.0357,172.472,4.0,0.573,35.0,3Bhgbs9kIwl8SuU0eIqN6b,"jazz funk,smooth jazz,soul jazz"
Before the Dawn,Patrice Rushen,1975.0,3ZP4fTXsJ2DfLqR5xG4aR4,0.897,0.374,0.0905,0.939,5.0,0.0949,-24.903,1.0,0.0271,93.372,4.0,0.112,12.0,1mNnxxnPfHQDOkFjnZmdkc,"disco,funk,jazz funk,post-disco,quiet storm,soul"
Paradise,Sade,1988.0,2KpjKWyj0TI0FmGgENEKr6,0.128,0.599,0.663,0.34,5.0,0.073,-7.351,0.0,0.0516,199.241,4.0,0.976,58.0,47zz7sob9NUcODy0BTDvKx,"british soul,sophisti-pop"
Do My Thing,Busta Rhymes,1996.0,6n2GPvMJtFZ4ckoc9EWHMx,0.282,0.76,0.575,0.000383,6.0,0.0993,-4.06,1.0,0.0444,131.983,4.0,0.314,59.0,5YGY8feqx7naU7z4HrwZM6,pop
Human Nature,Michael Jackson,1982.0,4cgjA7B4fJBHyB9Ya2bu0t,0.498,0.628,0.409,0.00565,2.0,0.29,-14.348,1.0,0.0306,93.005,4.0,0.755,65.0,3fMbdgg4jU18AjLCKBhRSm,"r&b,soul"
Drink,Dorothy Ashby,1970.0,1PoGWZbJPGmViVi7CYbDUK,0.836,0.483,0.431,5.19e-05,8.0,0.199,-7.656,1.0,0.0343,78.26,4.0,0.296,67.0,0BvkDsjIUla7X0k6CSWh1I,"contemporary country,country,country road"
Berimbau Carioca,The L.A. Four,1975.0,4wia0UJ0Irt6KD00jUFXq2,0.389,0.629,0.363,0.0239,11.0,0.609,-18.728,0.0,0.217,114.26,4.0,0.404,0.0,2no1ptGGRbtf9hhS9FX3VV,
One Loving Night,Bob James,1977.0,2dg3KwUHPMn3n6haPT4pTw,0.328,0.344,0.335,0.769,0.0,0.24,-13.797,0.0,0.0337,86.391,3.0,0.417,10.0,6ryjbFyWBZho9KGXqKZdqQ,"jazz funk,jazz piano,smooth jazz"
Love at Last,Monty Norman,1963.0,1lNdqczd0uKZcioivNQZBt,0.993,0.196,0.0321,0.965,4.0,0.0776,-30.426,1.0,0.0473,65.935,4.0,0.0381,52.0,2utndN6OrmNQKozhXYJ8Hn,
For the Love of Money,Disco Dub Band,1976.0,1Q4ieeGAQOfaE9FuuK2O7t,0.0128,0.764,0.708,0.0729,8.0,0.0381,-10.659,1.0,0.056,120.541,4.0,0.891,21.0,63mThjfPcQlggvZKkB5zQs,
