song_name,artists,year,spotify_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_popularity,artist_id,genres
Gang Progress,André Ceccarelli,1976.0,50r8xQYk7Gyo4N9mnguBWJ,0.903,0.353,0.245,0.0477,6.0,0.108,-15.557,1.0,0.0292,99.584,4.0,0.139,49.0,77FgwKhxIPrET0QgGTn58K,french jazz
Other Mansions,David Friesen and John Stowell,1980.0,2CIwG3pBrir8ZQWgeTf5II,0.975,0.558,0.145,0.912,2.0,0.101,-23.851,1.0,0.0341,91.504,4.0,0.514,4.0,6rPiNVhLi6SZXIQokdJYk7,
Le Deuxieme,The Camarata Contemporary Chamber Group,1970.0,311LgPjVHouQrLwSHRyQCa,0.065,0.71,0.691,1.39e-06,7.0,0.101,-7.842,1.0,0.0325,123.943,4.0,0.891,48.0,3oFu5CCLk4p4zLBNo3wrai,
Walk Soft,Eddie Harris,1971.0,0gWkTnHzZgoyteRie3lNdP,0.949,0.44,0.425,0.0208,11.0,0.798,-11.064,1.0,0.0407,102.437,4.0,0.278,2.0,0bcDOCWIbvWApEIB7l1uZ4,"instrumental soul,jazz funk,soul jazz"
Funky Worm,Ohio Players,1972.0,4UDgg6XL6hRkR7naHh6kze,0.0803,0.633,0.644,0.000246,2.0,0.0356,-9.923,0.0,0.0914,86.115,4.0,0.949,45.0,6m30rs1IQqnWqV5nKMpU7U,"classic soul,disco,funk,p funk,quiet storm,soul"
The Claw (1986 Live Version),Lenny Breau and Brad Terry,1986.0,56JSw5FKDHxJZLvkoOLcxS,0.922,0.582,0.251,0.854,9.0,0.697,-15.36,1.0,0.0477,125.002,4.0,0.778,1.0,6P2LZHa7t0uN3WiZIWXPR3,
Le Freak,Chic,1978.0,7Kszjzps0xbQXyo1pO4KfE,0.0258,0.91,0.641,6.42e-05,7.0,0.0642,-11.316,1.0,0.0589,118.533,4.0,0.903,67.0,0Xf8oDAJYd2D0k3NLI19OV,"disco,funk,soul"
10:30 Returns to the Bedroom,Soft Machine,1969.0,2OJcjvC5RmXMbFDUxvxXOR,0.0459,0.355,0.74,0.833,7.0,0.186,-10.567,1.0,0.135,165.709,4.0,0.463,10.0,5A0MH7JfEBEMySevsmauds,"art rock,canterbury scene,experimental,jazz fusion,jazz rock,progressive rock,psychedelic rock,zolo"
Ode to Billie Joe,Lou Donaldson,1967.0,0XnA3HeKzwNgVzeIxZlt8o,0.592,0.619,0.56,0.358,5.0,0.0353,-10.598,1.0,0.0344,93.969,4.0,0.641,28.0,063xkuRULzZu8fcoPR2rKR,"bebop,hard bop,jazz saxophone,soul jazz"
Incantation,Bruce Haack,1970.0,4VkH1PSwDH5r87Gl5vqAOW,0.8,0.551,0.711,0.233,2.0,0.21,-8.127,1.0,0.0312,79.854,4.0,0.356,26.0,62vRPmO2KknlG5VCefR1D3,"canadian psychedelic,hauntology,moog,zolo"
What Do You See in Her,Inell Young,1972.0,2pJZ1v8HezrAoZ0Fhzby92,0.251,0.838,0.492,0.0,1.0,0.262,-5.69,0.0,0.038,115.092,4.0,0.895,69.0,6eUKZXaKkcviH0Ku9w2n3V,"pop,uk pop"
Jam on It,Newcleus,1984.0,1lB2kyB5h9ceZ388GBfC9L,0.00302,0.804,0.782,0.0872,6.0,0.662,-6.224,0.0,0.0606,116.806,4.0,0.346,52.0,5X8Tt3rIpdy8VR78KEhZ6C,"electro,hip house,old school hip hop"
Ankh,Sun Ra and the Arkestra,1968.0,0EjtZmOLT6WLShJRHCFWVU,0.668,0.373,0.108,0.756,8.0,0.168,-16.105,1.0,0.0286,72.118,4.0,0.354,49.0,0tIODqvzGUoEaK26rK4pvX,"afrofuturism,avant-garde jazz,experimental,free jazz,spiritual jazz"
Eltsuhg Ibal Lasiti,The Daktaris,1998.0,2lhHExlHgiMV2cj0mFksh0,0.488,0.884,0.5,0.836,10.0,0.07,-10.881,1.0,0.119,100.95,4.0,0.928,24.0,42ccKlw9sHnNr29o6gqnsv,instrumental funk
Without Rhyme or Reason,Scott Jarrett,1980.0,7GIIe4GjW9Bbf2zE4jzOra,0.915,0.686,0.223,0.17,5.0,0.0793,-16.486,1.0,0.0416,119.076,4.0,0.252,2.0,3ioO3E20jTzvVfR2NM1Qka,
Kama Part 1 (Kama Ula),Michal Urbaniak's Fusion,1974.0,7GiDkfQBCQIpF8rw3oJZmD,0.876,0.391,0.401,0.0062,1.0,0.371,-17.366,1.0,0.379,162.759,4.0,0.151,2.0,2o9yy7JZaNONL55k3AtBKU,"contemporary jazz,jazz violin,polish jazz"
Lady Madonna,Cal Tjader,1969.0,3t5OV1asJHmOlf23T08CLv,0.881,0.539,0.16,0.000268,3.0,0.105,-13.285,1.0,0.0329,81.446,4.0,0.322,78.0,13ZEDW6vyBF12HYcZRr4EV,"kentucky indie,kentucky roots,outlaw country"
The Robots,Kraftwerk,1978.0,5eqZWYQ5tbIehx00NeKXz7,0.0236,0.806,0.765,0.617,2.0,0.148,-9.665,0.0,0.0583,115.023,4.0,0.353,49.0,0dmPX6ovclgOy8WWJaFEUU,"art rock,dusseldorf electronic,early synthpop,electro,new wave,proto-techno,synthpop"
Lover Man,Sonny Rollins and Coleman Hawkins,1963.0,1ZEaD71KTpyNnY2FJywGaq,0.6,0.464,0.295,0.393,1.0,0.106,-11.551,1.0,0.076,52.249,4.0,0.394,15.0,1VEzN9lxvG6KPR3QQGsebR,"bebop,contemporary post-bop,hard bop,jazz,jazz saxophone"
More Than a Little Bit,The Players Association,1979.0,1QEEqeFIZktqIpPI4jSVSF,0.00088,0.377,0.681,0.0023,7.0,0.0504,-8.039,1.0,0.0298,108.789,4.0,0.285,80.0,29kkCKKGXheHuoO829FxWK,"album rock,classic rock,glam metal,hard rock,mellow gold,rock,soft rock"
Dooinit,Common,2000.0,7bEEzWWgJS4HhzYtNLCXfa,0.103,0.85,0.637,0.0,8.0,0.0995,-5.82,1.0,0.393,92.859,4.0,0.762,34.0,2GHclqNVjqGuiE5mA7BEoc,"alternative hip hop,chicago rap,conscious hip hop,hardcore hip hop,hip hop,political hip hop"
Kissing My Love,Cold Blood,1973.0,34JfHOd0fcefm4FSPSrIhF,0.0794,0.961,0.739,0.0,9.0,0.0372,-6.665,1.0,0.224,119.96,4.0,0.759,65.0,64k5e9kV9MdukXjFrR5R37,k-pop
Preparations,Franz Waxman,1962.0,7EO0xcgAeLmu8VsU9afLE6,0.976,0.145,0.338,0.709,11.0,0.117,-11.701,1.0,0.034,172.966,5.0,0.0918,19.0,3GMsAIP1uVCx0yNz2kmXFw,classic soundtrack
Djalma,Dave Pike,1976.0,3hbx2HUnYoLu5KuxiBJrAB,0.205,0.659,0.788,0.783,7.0,0.144,-6.245,0.0,0.0555,115.685,4.0,0.51,44.0,6zAEqMMSjBiAH4Dat94F3G,raga rock
Old Laces,Lalo Schifrin,1966.0,3W4U7TEgILGpq0EmquurtH,0.716,0.478,0.367,0.0,11.0,0.124,-10.513,1.0,0.0283,141.95,3.0,0.359,83.0,5kjFzBMHeoAx9xksFSwfUW,
"Cigančica Mala (Efige, Efige)",Esma Redžepova,1967.0,2XpoHlJ9qAzBmowR9pkdXp,0.383,0.292,0.295,0.743,9.0,0.281,-12.686,0.0,0.0327,81.157,4.0,0.44,14.0,3hqJ0OoW1ck5ET6lUyV0OQ,"balkan brass,macedonian folk"
Meadowlands,Jo Basile,1970.0,1nsMASRDWwUwlBMmOuh80d,0.965,0.475,0.138,0.884,5.0,0.0971,-17.099,0.0,0.0424,118.338,4.0,0.123,63.0,3xgSoGgPQpQvOK5XOyoOAm,
You Can't Do It Alone,Chic,1980.0,6XHl6AuLDJQLQ7p7r28pUK,0.561,0.482,0.497,0.0,1.0,0.117,-7.459,1.0,0.362,178.783,4.0,0.502,44.0,5i4JbHYkeCa702YXS68RGf,"hollywood,show tunes"
What Is This Thing Called Love?,Ed Bickert and Don Thompson,1978.0,4nRiNLrzanEhQvMJ3FftSE,0.975,0.498,0.0563,0.936,0.0,0.692,-28.945,1.0,0.0403,122.408,4.0,0.375,11.0,1l2y80b850BRWQ3Y6YhLaX,jazz double bass
Survival of the Funkiest,Wilbur Niles and Thrust,1980.0,07wALNmJgHNMknhHQNQOvb,0.0406,0.692,0.704,0.0,10.0,0.209,-6.079,1.0,0.123,103.839,4.0,0.814,1.0,0sjYytR4h9EBoJxeZRwrfg,
Onsaya Joy,"Richard ""Groove"" Holmes",1975.0,78e7D7pJbzRPCs2LToD6zu,0.604,0.522,0.956,0.689,0.0,0.705,-7.641,0.0,0.0618,106.763,4.0,0.828,5.0,02KuW0NIYd0JlYMCuk8C47,
Sunny Earth,Vangelis,1973.0,2jc60rDLMrw2eq70rUZ8X1,0.524,0.356,0.39,0.655,1.0,0.396,-18.777,1.0,0.0564,78.296,4.0,0.374,11.0,4P70aqttdpJ9vuYFDmf7f6,"cyberpunk,synthesizer"
The Look of Love,Martin Denny,1968.0,6ExtUsA1jXcF2c83gtniSW,0.784,0.309,0.168,7.77e-06,1.0,0.101,-17.814,1.0,0.0305,141.138,4.0,0.257,35.0,3D9J9nPNW1cBktx5apJq4V,"easy listening,exotica,lounge"
Riding High,Faze-O,1977.0,1SMve8RRwhfTtAiWIvYfAj,0.0524,0.474,0.892,0.0021,6.0,0.0883,-5.844,1.0,0.103,96.91,4.0,0.689,42.0,4KzfI3D3E4Sj4khfuceLi2,"p funk,rare groove"
Heritage,Cannonball Adderley,1974.0,6NF8MZ2trxckVBr82pyyPt,0.719,0.544,0.425,0.0186,10.0,0.964,-10.231,1.0,0.0346,84.443,4.0,0.348,54.0,5v74mT11KGJqadf9sLw4dA,"bebop,cool jazz,hard bop,jazz,jazz blues"
Things U Do,Q-Tip,1999.0,31KK3pcPclmIt087tPuwMr,0.007,0.924,0.75,0.000198,9.0,0.0638,-6.582,1.0,0.0418,99.034,4.0,0.672,60.0,3ZotbHeyVQKxQCPDJuQ4SU,"east coast hip hop,queens hip hop"
Samba for Vicky,Dave Mackay and Vicky Hamilton,1969.0,6MFPwKqgZnTKX4WZqs9Lz2,0.288,0.624,0.65,0.0189,0.0,0.237,-11.166,1.0,0.0361,102.49,4.0,0.769,1.0,4xsruzv4eMAPOFsGp5UXp8,
Don't Change Your Love,Five Stairsteps,1968.0,74JdR9aXE6I74oS1BVRsvb,0.00154,0.488,0.754,2.42e-05,5.0,0.678,-7.95,0.0,0.0381,88.368,4.0,0.664,66.0,3Inrg8cs8oc4q8oPES4a6S,"chicago soul,classic soul,motown"
Opus 4,Art of Noise,1986.0,5HZ7yca2j8gelWeu2ad3ea,0.848,0.761,0.321,0.0,6.0,0.196,-13.99,1.0,0.0899,99.536,4.0,0.838,17.0,77zrvBORXcnTyysjjKRfBU,"new romantic,synthpop"
God Make Me Funky,The Headhunters feat. Pointer Sisters,1975.0,1Hd1LiHrVX7lWEXiZZQZgY,0.226,0.615,0.841,0.178,2.0,0.0553,-7.671,1.0,0.136,96.98,4.0,0.847,33.0,5JzA5RES9AMM9bK3oDyulT,jazz funk
Gotta Have You (Day by Day),The Fatback Band,1973.0,39sH8Fl415P7O8GRP1Td6Z,0.0443,0.253,0.635,1.43e-05,2.0,0.324,-10.135,1.0,0.053,176.109,4.0,0.41,57.0,1dfeR4HaWDbWqFHLkxsg1d,"classic rock,glam rock,rock"
Leaving,Steve Hackett,1980.0,3R5oB4OkyzOacho3XOHAwa,0.964,0.113,0.189,0.899,9.0,0.308,-16.912,0.0,0.0343,79.412,4.0,0.107,9.0,4vs7NIU7kZc2Efh6yOGKEZ,"instrumental rock,progressive rock,symphonic rock"
Sweet Shuffle,Larry Coryell,1978.0,33ZCfWovBIzTrN7ycqqn0j,0.561,0.529,0.446,0.00146,11.0,0.0946,-12.601,1.0,0.0472,131.67,4.0,0.367,1.0,25s8YpOLWqI2SgTlvapJyQ,"jazz fusion,jazz guitar"
Tuely and Mary,The Road,1971.0,6YY50775yICpXKlRjQkxME,0.713,0.445,0.438,0.398,7.0,0.136,-14.248,0.0,0.0577,107.825,3.0,0.308,0.0,0KgE22XP3NmBIJmzO7LFLN,
Rhapsody in Blue,Gershon Kingsley and Leonid Hambro,1970.0,7oB0QBEnGRIJjvlDc8YnM6,0.969,0.305,0.184,0.781,9.0,0.132,-18.342,1.0,0.0409,70.813,4.0,0.0771,52.0,1YuknfkSYTTbolRpwZBOv4,"american modern classical,classical,early modern classical,tin pan alley"
Stepping Into Tomorrow,Donald Byrd,1975.0,2V97gq3ENtfKSEor21yVgx,0.247,0.675,0.919,0.0658,11.0,0.299,-7.772,0.0,0.0406,148.241,4.0,0.872,28.0,3ZUZYvTkSr7kJQyAXVpqaL,"bebop,hard bop,jazz,jazz funk,jazz trumpet,soul jazz"
Yearning for Your Love,The Gap Band,1980.0,1kSxm4vU26W5xSUdnPUkyB,0.0953,0.586,0.437,4.72e-06,2.0,0.124,-10.306,1.0,0.0264,90.717,4.0,0.458,56.0,4TwHRCIu3Xg9fjS3l7owkp,"disco,funk,motown,quiet storm,soul"
No Tears Over You,Red Holloway,1983.0,2qT1uLXPVPzGgFOx4jtEuo,0.04,0.699,0.713,3.11e-06,9.0,0.294,-5.507,0.0,0.0594,121.993,4.0,0.354,79.0,66CXWjxzNUsdJxJ2JdwvnR,pop
Free Hand,Gentle Giant,1975.0,1YrqcUgbtmFrbB0BpYN4On,0.251,0.489,0.632,0.073,4.0,0.117,-7.06,1.0,0.0363,113.368,4.0,0.6,20.0,1hrQ50kU6hMQBVLatqUqnO,"progressive rock,symphonic rock,zolo"
Theme From Taras Bulba (The Wishing Star),Jerry Butler,1962.0,5W8lR8NrVayLlLC2PSuV3N,0.86,0.44,0.371,3.89e-05,5.0,0.0934,-13.378,0.0,0.0292,104.205,4.0,0.504,0.0,0U2mUJuJkthantMGmsJygP,"chicago soul,classic soul,motown,philly soul,soul"
N.T.,Kool & the Gang,1971.0,3K7Q9PHUWPTaknlbFPThn2,0.145,0.885,0.664,0.0483,1.0,0.0767,-11.795,1.0,0.0524,121.632,4.0,0.906,73.0,3VNITwohbvU5Wuy5PC6dsI,"disco,funk,motown,soul"
Choronzon,Tangerine Dream,1981.0,16ZFRxfzSEyjBtGSX8JzWj,0.452,0.768,0.423,0.0493,5.0,0.101,-8.07,0.0,0.152,159.988,4.0,0.423,57.0,10uDX8MnRj05PQIVGMygO2,chill abstract hip hop
Les Quatre-Coins (The Game of the Cat and the Four Mice),The Camarata Contemporary Chamber Group,1972.0,2vZNvA8PEvBdeWr4EkZjLG,0.483,0.436,0.19,3.1e-06,3.0,0.201,-13.375,1.0,0.0293,77.042,4.0,0.519,44.0,542GsScaNnc2Ed8yokKLsy,"adult standards,doo-wop,easy listening,rock-and-roll,vocal harmony group"
Afro Blue,The Emily Remler Quartet,1982.0,3iHNiBlXOwXJAFvWU6poMH,0.991,0.393,0.00463,0.96,5.0,0.103,-37.932,1.0,0.0448,67.706,4.0,0.269,41.0,2KD1KC9SgUiYueJUmWTnNJ,jazz guitar
The Message,Grandmaster Flash and The Furious Five feat. Grandmaster Melle Mel and Duke Bootee,1982.0,5DuTNKFEjJIySAyJH1yNDU,0.0249,0.947,0.607,4.76e-06,10.0,0.0861,-10.58,0.0,0.202,100.619,4.0,0.732,52.0,5hQCwevTf03u1rECrRMeop,"bronx hip hop,old school hip hop"
The Jam,Graham Central Station,1975.0,1xXNrpcZ7UyKVWiI6GEc75,0.125,0.701,0.83,0.329,11.0,0.114,-10.517,0.0,0.0667,107.772,4.0,0.648,40.0,1OGcRXAY9iO4egWiIBqX8F,"funk,jazz funk,p funk"
Daydream,"Kenny Burrell and Grover Washington, Jr.",1984.0,6sjaBYmJVG7Xw82YHkDqRv,0.975,0.323,0.164,0.0502,5.0,0.113,-17.124,1.0,0.0363,174.639,3.0,0.169,23.0,1sdyFmN4bVOcuFDpTVsxBB,"bebop,jazz,jazz guitar,soul jazz,straight-ahead jazz"
How High the Moon,"Jimmy McGriff and Richard ""Groove"" Holmes",1973.0,0onHzLoj8yQbjbHtJzwjBx,0.687,0.695,0.582,0.00914,11.0,0.178,-9.567,0.0,0.0381,118.88,4.0,0.817,40.0,2hkZGvBotqZ7uBBUnBwmLC,space age pop
Never Had a Dream,Ohio Players,1971.0,3l07bnCelhP04T2TfcXcwd,0.767,0.38,0.435,8.68e-06,5.0,0.276,-9.96,1.0,0.0866,77.026,4.0,0.487,12.0,6m30rs1IQqnWqV5nKMpU7U,"classic soul,disco,funk,p funk,quiet storm,soul"
5 Definitions of Love,Spanky & Our Gang,1967.0,6CGsNYtYYQ8XMj0PxmKYfh,0.777,0.432,0.516,0.0,8.0,0.326,-7.193,1.0,0.0403,77.033,4.0,0.532,0.0,12V5Y0dEdRroUCBr95IXO9,sunshine pop
Malagueña,Sid Bass,1969.0,09DkCew2t3dNEh9wqmxqZ5,0.384,0.684,0.457,0.00165,5.0,0.0958,-11.987,0.0,0.0378,98.771,4.0,0.569,1.0,6cBnm4uGHSwJmdhvTfQXEg,"moog,space age pop"
Love Gonna Pack Up (And Walk Out),The Persuaders,1971.0,3q9e1qjPQAqZOQLR2BBqVK,0.525,0.647,0.443,0.0,9.0,0.039,-11.263,0.0,0.0486,133.296,4.0,0.77,29.0,6PhJqhvF42CZ42NUmxIKLB,"classic soul,southern soul"
Flight of the Looking Glass,Synergy,1981.0,0gW6KLC4W6vChWUHucb69N,0.000339,0.522,0.793,0.00373,1.0,0.137,-4.97,1.0,0.042,97.871,3.0,0.287,58.0,5iMYu8Sj8dZEDsWJxSFwPP,"multidisciplinary,pov: indie"
Burn the Night,On the Seventh Day,1970.0,0TkJIyL69RAUIbNwGub6uR,0.0364,0.454,0.66,0.0,0.0,0.181,-4.357,1.0,0.168,184.353,4.0,0.568,69.0,6s22t5Y3prQHyaHWUN1R1C,pov: indie
Inamorata and Narration by Conrad Roberts,Miles Davis,1971.0,6Nmmmpujq5cbqhKOcu7qyb,0.501,0.416,0.667,0.105,1.0,0.098,-9.0,1.0,0.071,92.822,4.0,0.723,15.0,0kbYTNQb4Pb1rPbbaF0pT4,"cool jazz,hard bop,jazz,jazz fusion,jazz trumpet,soul,vocal jazz"
"Get Out of My Life, Woman",Iron Butterfly,1968.0,1Se3VN5DEkN4nbeuGVNoEx,0.0998,0.611,0.306,0.00014,5.0,0.11,-12.325,1.0,0.0282,89.087,4.0,0.732,34.0,3cdvlbCYf4WoBdy89RWkNS,"acid rock,album rock,blues rock,british blues,classic rock,country rock,folk rock,hard rock,progressive rock,proto-metal,psychedelic rock,symphonic rock"
Operation Radication,Yellowman and Fathead,1982.0,4ayqlDiTfBWRtxbZANHdPn,0.0726,0.81,0.337,0.0,0.0,0.0796,-14.377,1.0,0.552,148.831,4.0,0.505,20.0,6yTNMMqumesCWhMJ47HB2a,"dub,reggae,roots reggae"
Tight Rope,Claude Denjean,1973.0,405HNEYKGDifuMcAZvqrqA,0.855,0.202,0.129,0.00243,1.0,0.104,-18.237,1.0,0.0411,86.741,1.0,0.0793,59.0,1Uff91EOsvd99rtAupatMP,"classical,impressionism,post-romantic era"
Women Don't Want to Love Me,Chicago,1974.0,5BKKy9fIJL5uM9fz1SnqyP,0.0784,0.608,0.756,0.0,7.0,0.187,-2.675,0.0,0.176,176.086,4.0,0.55,80.0,3fMbdgg4jU18AjLCKBhRSm,"r&b,soul"
Don't See Us,The Roots feat. Dice Raw,1998.0,4pdLZsxq0y5oJDb6Cxlokw,0.151,0.729,0.442,0.0,11.0,0.189,-8.106,0.0,0.285,81.029,4.0,0.757,68.0,78xUyw6FkVZrRAtziFdtdu,"conscious hip hop,east coast hip hop,hip hop,philly rap,political hip hop"
Space Symphony,The Electric Moog Orchestra,1977.0,56PqzV9S0vDS8CbU50I07s,0.531,0.393,0.923,0.00835,10.0,0.0789,-8.042,0.0,0.417,90.272,4.0,0.471,1.0,5TCr98myF0cuTtpe4ca5Jh,moog
Rohans Horn / Slaget På Pelennors Slätter,Bo Hansson,1970.0,6nNRqkUf1mAmCrvEkQxVXO,0.0104,0.332,0.492,4.47e-06,11.0,0.382,-8.28,0.0,0.0335,128.858,4.0,0.337,20.0,2Zi0XljYMecih2LyEEWFla,"svensk progg,swedish prog"
Blow Your Head,Fred Wesley and The J.B.'s,1974.0,72qWtVWATU9BIIpdGwAJKl,0.073,0.602,0.907,0.00415,9.0,0.065,-8.574,0.0,0.0437,121.023,4.0,0.782,31.0,5No6BqTN5CphuxDG9xAJ5U,p funk
Set It Out,Detroit Emeralds,1977.0,4WXFDVe299Po8ih6Np54n2,0.00161,0.445,0.907,0.0,11.0,0.403,-3.894,0.0,0.0773,165.069,4.0,0.71,69.0,06bDwgCHeMAwhgI8il4Y5k,"electropowerpop,pixie,pop punk,pov: indie"
Cell Therapy,Goodie Mob,1995.0,5wvxRlpUTSX9CE52yFZsIY,0.0965,0.849,0.476,0.0,0.0,0.105,-10.479,1.0,0.445,83.21,4.0,0.48,56.0,3F2Y683ovlWT53WKCeq0oj,"atl hip hop,conscious hip hop,dirty south rap,hardcore hip hop,old school atlanta hip hop,southern hip hop"
Her,Michael White's Magic Music Company,1974.0,4tkmm0pdXEZvHscuHWnkqy,0.058,0.499,0.73,0.0,11.0,0.146,-6.374,1.0,0.0355,142.016,4.0,0.449,63.0,5aBxFPaaGk9204ssHUvXWN,"ccm,christian alternative rock,christian music,worship"
You Can Fly,Sons of Champlin,1969.0,4CpLkaW3Hjr8sIKvdA5I0t,0.211,0.729,0.923,0.879,9.0,0.0585,-5.779,0.0,0.0328,141.096,4.0,0.755,53.0,1bNgeTuV3MlkAq64Ybvcq5,"new jersey indie,shimmer pop"
Decoy,The Sandals,1966.0,771sBqIOw1SvFqCWwIGTar,0.1,0.506,0.729,0.417,9.0,0.127,-10.433,0.0,0.0291,83.342,4.0,0.872,31.0,6yaMfzgtXRzZMzaHfUtGX5,surf music
Harlem River Drive,Yesterdays New Quintet,2002.0,5fjHbFjCGETWMbTNEYNOQs,0.0275,0.716,0.885,0.959,10.0,0.095,-13.382,0.0,0.0598,93.57,4.0,0.62,13.0,5pSUhgxq9FwDCRBDux7gS5,"alternative hip hop,wonky"
The Look of Love,Steve Douglas,1969.0,3gTTDjDha02XJ4xuS2KF0e,0.191,0.873,0.586,0.0,7.0,0.0849,-5.184,1.0,0.241,92.907,4.0,0.533,53.0,1020a42xVklY6c56imNcaa,"alternative hip hop,detroit hip hop,hardcore hip hop,hip hop"
Love Sounds,Intimate Strangers,1975.0,35YSCRS2BshfXYdNAQxrs8,0.439,0.52,0.516,0.000299,9.0,0.0614,-9.996,1.0,0.0259,149.959,4.0,0.657,52.0,2Uuon75BhnuuxdKLYn4wHn,"classic soul,disco,funk,motown,p funk,quiet storm,soul"
The Sealer,Milt Jackson Sextet,1962.0,6B0aELa2yqLyeu2ULt8bEq,0.828,0.55,0.119,0.00694,1.0,0.0951,-19.372,1.0,0.0446,116.187,4.0,0.416,41.0,51gulqh1DpAHn0ZUNMRBRu,
Can Mind,James Brown,1971.0,7GoZXhuK4GgJ4lqG6E884h,0.529,0.525,0.857,0.801,2.0,0.0641,-6.94,0.0,0.0709,103.965,4.0,0.771,9.0,7GaxyUddsPok8BuhxN6OUW,"funk,soul"
"The Chase, Et Fin.",Walter Murphy,1978.0,2tb7K5y3mEuW9Ca9EASOTr,0.424,0.628,0.857,0.842,2.0,0.155,-7.58,0.0,0.0383,122.976,4.0,0.168,49.0,3VVLqeEqQQqTgT8YhfY9Z6,
This Is Our Last Night Together,King Floyd,1969.0,5HNCy40Ni5BZJFw1TKzRsC,0.15,0.472,0.366,0.312,11.0,0.0837,-12.595,0.0,0.0286,127.163,4.0,0.171,75.0,0k17h0D3J5VfsdmQ1iZtE9,"album rock,art rock,classic rock,progressive rock,psychedelic rock,rock,symphonic rock"
Atomic Dog,George Clinton,1982.0,4cgodXjv4TfrooNQxvlO4O,0.148,0.899,0.491,3.82e-06,6.0,0.411,-11.043,0.0,0.258,107.706,4.0,0.826,57.0,2GVBp7QyHckoOg7rYkLvrA,"funk,p funk,soul"
One Beat,Carlos Bess and DJ Choco,1995.0,0YYNIGKgAk34vZkV2NySie,0.0352,0.87,0.752,1.1e-06,4.0,0.269,-6.615,1.0,0.372,145.118,4.0,0.591,53.0,28Jt29jw6Smc3ZkzALTouq,houston rap
Some Other Time,Keno Duke,1975.0,4LgRqskD0OohOTxfZRqV8E,0.992,0.51,0.0807,0.945,0.0,0.1,-20.463,1.0,0.0641,122.25,4.0,0.0586,49.0,4gsIYNl0tbPrqyHBwvGcDe,
Cosmic Contact,The Undisputed Truth,1976.0,5k2nW7SY0BcIGB6IkcgQUg,0.631,0.614,0.204,0.0,1.0,0.373,-16.606,1.0,0.559,116.883,4.0,0.317,6.0,2tkwWmcZOQPNbbIdknfBsw,"classic soul,motown,psychedelic soul,southern soul"
Nile Lady,Ron Proby,1972.0,5JDcQAztvZTIkrWoZihgvC,0.785,0.447,0.393,0.0,5.0,0.28,-8.65,1.0,0.038,73.139,3.0,0.564,67.0,6CmXhyslohOFRJMtPpRm4O,"neo mellow,piano rock,viral pop"
Emperor Kite,Jade Warrior,1976.0,0deLAZbm90b4FMELSL8Kpn,0.948,0.449,0.559,0.225,11.0,0.725,-10.828,1.0,0.0717,159.052,3.0,0.656,1.0,6EM2kLJfgXV0KGffb0hW4a,"flute rock,italian progressive rock,progressive rock"
So Far to Go,J Dilla feat. Common and D'Angelo,2006.0,4omO3Xwm4REEK5HGT6e6yY,0.0087,0.619,0.561,6.74e-05,5.0,0.304,-5.351,0.0,0.0494,90.36,4.0,0.285,54.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
Overture,Dov Seltzer,1973.0,1vY2PF4kDOaPbBssDJggqq,0.962,0.413,0.0805,0.931,4.0,0.0699,-27.027,0.0,0.0344,97.541,5.0,0.0354,35.0,14elbOcXjl043MKBKQuGPS,
What the World Needs Now Is Love,Martin Denny,1968.0,1fjOO2k5k2vjg6TrvPJ2NS,0.814,0.445,0.407,0.0,1.0,0.0964,-9.501,1.0,0.0302,105.7,4.0,0.531,55.0,0iVed2Qu7dmL0pIYCj1Xw8,brill building pop
Death Mix (Part 1),Afrika Bambaataa,1983.0,4FupIlegZgvXUuK79qcoKW,0.011,0.915,0.807,0.000122,6.0,0.201,-9.636,0.0,0.13,127.35,4.0,0.709,55.0,7cg61q8kK8jlFi8TKKw70p,"bronx hip hop,east coast hip hop,old school hip hop"
Aguonele,Aidutės,1969.0,3fo43dOoOAMvzLs1mu3rRV,0.0774,0.687,0.485,0.000186,6.0,0.108,-8.652,0.0,0.0795,80.077,4.0,0.287,39.0,1n6KR5r29Zj7X33Ey1pod0,lithuanian pop
"Zaffit Al Aroussa ""2000""","Mohamad Hijazi ""Mike""",1982.0,6rEmwa6eCK1YsuPoi00fGP,0.28,0.637,0.705,0.000234,7.0,0.184,-11.976,0.0,0.0582,103.632,4.0,0.753,5.0,6d0I86JnyyaQcAFPtTeXqt,
Concerto in E Minor,Miroslav Vitous,1976.0,5w2uCEoO74E2cE4BwZsL9U,0.71,0.254,0.0922,0.863,2.0,0.274,-29.298,1.0,0.0356,91.541,4.0,0.204,0.0,0ztzt6g8n0NBcnwMGwMlxD,"ecm-style jazz,jazz double bass,rare groove"
Jan,The Intruders,1974.0,10v7nPfuQaMGJQgpU21L4x,0.511,0.446,0.366,0.0,5.0,0.604,-13.454,1.0,0.0287,173.322,4.0,0.791,42.0,30q5mqJmdYPaKabPMytzvv,"classic soul,motown,philly soul,quiet storm,southern soul"
Upon This Rock,Joe Farrell,1974.0,0CF4ofOFyu05SLw3A78sX5,0.0791,0.476,0.956,0.64,7.0,0.127,-5.527,1.0,0.149,98.034,4.0,0.699,16.0,550VNM96M8mO90texkUWDC,jazz saxophone
